experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-adjacent,3.165117941386704,-0.052886548001243636,-0.6277905044267857,-0.6806770524280293,3.0,-3.0
triple-well,LSC-adjacent,3.1822730521801272,-0.05837186831808044,-0.6469403852441317,-0.705312253562212,3.0,-3.0
triple-well,LSC-adjacent,3.199428162973552,-0.06385759421701273,-0.6670330029243839,-0.7308905971413967,3.0,-3.0
triple-well,LSC-adjacent,3.2165832737669753,-0.06934368559082699,-0.6881218742076848,-0.7574655597985118,3.0,-3.0
triple-well,LSC-adjacent,3.2337383845603984,-0.07483010647524925,-0.7102646493072893,-0.7850947557825385,3.0,-3.0
triple-well,LSC-adjacent,3.2508934953538233,-0.08031682460429794,-0.733523430645224,-0.8138402552495219,3.0,-3.0
triple-well,LSC-adjacent,3.2680486061472465,-0.08580381101501029,-0.7579651222058206,-0.8437689332208309,3.0,-3.0
triple-well,LSC-adjacent,3.2852037169406714,-0.09129103969589636,-0.7836618124219669,-0.8749528521178632,3.0,-3.0
triple-well,LSC-adjacent,3.3023588277340945,-0.09677848727411872,-0.8106911938314683,-0.907469681105587,3.0,-3.0
triple-well,LSC-adjacent,3.3195139385275194,-0.10226613273701374,-0.8391370230996559,-0.9414031558366696,3.0,-3.0
triple-well,LSC-adjacent,3.3366690493209425,-0.10775395718404747,-0.8690896254032116,-0.976843582587259,3.0,-3.0
triple-well,LSC-adjacent,3.3538241601143657,-0.1132419436057898,-0.900646447614718,-1.013888391220508,3.0,-3.0
triple-well,LSC-adjacent,3.3709792709077906,-0.11873007668685553,-0.9339126652226659,-1.0526427419095215,3.0,-3.0
triple-well,LSC-adjacent,3.3881343817012137,-0.12421834263013341,-0.9690018484744842,-1.0932201911046175,3.0,-3.0
triple-well,LSC-adjacent,3.4052894924946386,-0.12970672899993382,-1.0060366938474103,-1.1357434228473442,3.0,-3.0
triple-well,LSC-adjacent,3.4224446032880618,-0.13519522458193733,-1.0451498276417475,-1.180345052223685,3.0,-3.0
triple-well,LSC-adjacent,3.439599714081485,-0.14068381925810064,-1.0864846892628632,-1.2271685085209638,3.0,-3.0
triple-well,LSC-adjacent,3.45675482487491,-0.1461725038948555,-1.1301965026217964,-1.276369006516652,3.0,-3.0
triple-well,LSC-adjacent,3.473909935668333,-0.1516612702431448,-1.1764533450520043,-1.328114615295149,3.0,-3.0
triple-well,LSC-adjacent,3.491065046461758,-0.15715011084900532,-1.2254373242244443,-1.3825874350734497,3.0,-3.0
triple-well,LSC-adjacent,3.508220157255181,-0.16263901897353322,-1.277345874759816,-1.4399848937333493,3.0,-3.0
triple-well,LSC-adjacent,3.525375268048604,-0.16812798852122776,-1.332393187603065,-1.5005211761242927,3.0,-3.0
triple-well,LSC-adjacent,3.542530378842029,-0.1736170139757951,-1.3908117867596723,-1.5644288007354674,3.0,-3.0
triple-well,LSC-adjacent,3.559685489635452,-0.17910609034260996,-1.452854269718658,-1.631960360061268,3.0,-3.0
triple-well,LSC-adjacent,3.576840600428877,-0.18459521309712834,-1.5187952298283056,-1.7033904429254338,3.0,-3.0
triple-well,LSC-adjacent,3.5939957112223,-0.19008437813859894,-1.58893338107549,-1.779017759214089,3.0,-3.0
triple-well,LSC-adjacent,3.611150822015725,-0.1955735817485261,-1.663593908181618,-1.859167489930144,3.0,-3.0
triple-well,LSC-adjacent,3.6283059328091483,-0.20106282055336233,-1.7431310677030791,-1.9441938882564416,3.0,-3.0
triple-well,LSC-adjacent,3.6454610436025714,-0.20655209149099968,-1.8279310689553958,-2.0344831604463955,3.0,-3.0
triple-well,LSC-adjacent,3.6626161543959963,-0.2120413917806465,-1.9184152671144934,-2.13045665889514,3.0,-3.0
triple-well,LSC-adjacent,3.6797712651894194,-0.21753071889573977,-2.0150437048416765,-2.2325744237374163,3.0,-3.0
triple-well,LSC-adjacent,3.6969263759828443,-0.22302007053957995,-2.118319043293075,-2.341339113832655,3.0,-3.0
triple-well,LSC-adjacent,3.7140814867762675,-0.22850944462339373,-2.2287909284805707,-2.4573003731039647,3.0,-3.0
triple-well,LSC-adjacent,3.7312365975696906,-0.23399883924658663,-2.3470608447327694,-2.581059683979356,3.0,-3.0
triple-well,LSC-adjacent,3.7483917083631155,-0.2394882526789472,-2.4737875135531464,-2.7132757662320937,3.0,-3.0
triple-well,LSC-adjacent,3.7655468191565387,-0.244977683344607,-2.609692903596974,-2.854670586941581,3.0,-3.0
triple-well,LSC-adjacent,3.7827019299499636,-0.2504671298075824,-2.7555689259112,-3.0060360557187824,3.0,-3.0
triple-well,LSC-adjacent,3.7998570407433867,-0.25595659075872146,-2.912284898142073,-3.168241488900794,3.0,-3.0
triple-well,LSC-adjacent,3.8170121515368116,-0.26144606500393214,-3.0807958722780815,-3.342241937282014,3.0,-3.0
triple-well,LSC-adjacent,3.8341672623302347,-0.2669355514535438,-3.2621519328428046,-3.5290874842963484,3.0,-3.0
triple-well,LSC-adjacent,3.851322373123658,-0.27242504911270304,-3.4575085865006803,-3.729933635613383,3.0,-3.0
triple-well,LSC-adjacent,3.868477483917083,-0.27791455707268997,-3.6681383800298137,-3.946052937102504,3.0,-3.0
triple-well,LSC-adjacent,3.885632594710506,-0.2834040745030635,-3.895443901834989,-4.178847976338052,3.0,-3.0
triple-well,LSC-adjacent,3.902787705503931,-0.28889360064456276,-4.1409723429440595,-4.429865943588622,3.0,-3.0
triple-well,LSC-adjacent,3.919942816297354,-0.2943831348026743,-4.4064318171252985,-4.700814951927973,3.0,-3.0
triple-well,LSC-adjacent,3.937097927090777,-0.2998726763418143,-4.693709666816234,-4.993582343158049,3.0,-3.0
triple-well,LSC-adjacent,3.954253037884202,-0.3053622246800544,-5.004893012458934,-5.310255237138989,3.0,-3.0
triple-well,LSC-adjacent,3.971408148677625,-0.3108517792843405,-5.342291838171306,-5.653143617455647,3.0,-3.0
triple-well,LSC-adjacent,3.98856325947105,-0.31634133966616407,-5.708464947109124,-6.024806286775288,3.0,-3.0
triple-well,LSC-adjacent,4.005718370264475,-0.32183090537762793,-6.106249166155236,-6.4280800715328645,3.0,-3.0
triple-well,LSC-adjacent,4.022873481057896,-0.32732047600788,-6.538792232601048,-6.866112708608927,3.0,-3.0
triple-well,LSC-adjacent,4.040028591851321,-0.3328100511798791,-7.009589856282183,-7.342399907462062,3.0,-3.0
triple-well,LSC-adjacent,4.057183702644746,-0.33829963054744705,-7.522527520385193,-7.86082715093264,3.0,-3.0
triple-well,LSC-adjacent,4.0743388134381675,-0.3437892137925985,-8.081927664236737,-8.425716878029336,3.0,-3.0
triple-well,LSC-adjacent,4.091493924231592,-0.3492788006231151,-8.692602983408735,-9.04188178403185,3.0,-3.0
triple-well,LSC-adjacent,4.108649035025017,-0.35476839077032823,-9.35991668828203,-9.714685079052359,3.0,-3.0
triple-well,LSC-adjacent,4.125804145818442,-0.3602579839871124,-10.089850683961373,-10.450108667948486,3.0,-3.0
triple-well,LSC-adjacent,4.142959256611864,-0.365747580046053,-10.889082774613806,-11.254830354659859,3.0,-3.0
triple-well,LSC-adjacent,4.1601143674052885,-0.3712371787377839,-11.765074156833025,-12.13631133557081,3.0,-3.0
triple-well,LSC-adjacent,4.177269478198713,-0.3767267798694606,-12.726168652878828,-13.102895432748289,3.0,-3.0
triple-well,LSC-adjacent,4.194424588992135,-0.38221638326338075,-13.781705349559013,-14.163921732822395,3.0,-3.0
triple-well,LSC-adjacent,4.21157969978556,-0.3877059887557237,-14.942146556674057,-15.32985254542978,3.0,-3.0
triple-well,LSC-adjacent,4.228734810578985,-0.3931955961953938,-16.219223285693207,-16.6124188818886,3.0,-3.0
triple-well,LSC-adjacent,4.245889921372406,-0.39868520544297037,-17.626100780908814,-18.024785986351784,3.0,-3.0
triple-well,LSC-adjacent,4.263045032165831,-0.40417481636975405,-19.177567018984245,-19.581741835354,3.0,-3.0
triple-well,LSC-adjacent,4.280200142959256,-0.409664428856881,-20.89024753707699,-21.299911965933873,3.0,-3.0
triple-well,LSC-adjacent,4.297355253752681,-0.41515404279452844,-22.782850464521296,-23.198004507315826,3.0,-3.0
triple-well,LSC-adjacent,4.314510364546102,-0.42064365808117826,-24.876446229970565,-25.297089888051744,3.0,-3.0
triple-well,LSC-adjacent,4.331665475339527,-0.4261332746229535,-27.194787108552024,-27.620920383174976,3.0,-3.0
triple-well,LSC-adjacent,4.348820586132952,-0.4316228923329959,-29.76467257783404,-30.196295470167037,3.0,-3.0
triple-well,LSC-adjacent,4.365975696926373,-0.4371125111309122,-32.616367385925734,-33.05347989705665,3.0,-3.0
triple-well,LSC-adjacent,4.383130807719798,-0.4426021309422609,-35.78408032159733,-36.22668245253959,3.0,-3.0
triple-well,LSC-adjacent,4.400285918513223,-0.4480917516980752,-39.306512940572595,-39.75460469227067,3.0,-3.0
triple-well,LSC-adjacent,4.417441029306648,-0.4535813733344375,-43.2274889741601,-43.68107034749454,3.0,-3.0
triple-well,LSC-adjacent,4.434596140100069,-0.4590709957920804,-47.596676861392055,-48.05574785718414,3.0,-3.0
triple-well,LSC-adjacent,4.451751250893494,-0.46456061901602796,-52.47041984535512,-52.934980464371144,3.0,-3.0
triple-well,LSC-adjacent,4.468906361686919,-0.470050242955258,-57.91269040709937,-58.38274065005463,3.0,-3.0
triple-well,LSC-adjacent,4.4860614724803405,-0.47553986756239797,-63.99618853380629,-64.4717284013687,3.0,-3.0
triple-well,LSC-adjacent,4.503216583273765,-0.4810294927934487,-70.80360649917978,-71.28463599197323,3.0,-3.0
triple-well,LSC-adjacent,4.52037169406719,-0.4865191186075184,-78.42908655280118,-78.9156056714087,3.0,-3.0
triple-well,LSC-adjacent,4.537526804860615,-0.49200874496659225,-86.97990226514509,-87.47191101011168,3.0,-3.0
triple-well,LSC-adjacent,4.554681915654037,-0.4974983718353096,-96.57839936633303,-97.07589773816834,3.0,-3.0
triple-well,LSC-adjacent,4.5718370264474615,-0.5029879991807699,-107.3642378799019,-107.86722587908268,3.0,-3.0
triple-well,LSC-adjacent,4.588992137240886,-0.508477626972341,-119.4969843413837,-120.00546196835603,3.0,-3.0
triple-well,LSC-adjacent,4.606147248034308,-0.5139672551814904,-133.1591110870549,-133.67307834223638,3.0,-3.0
triple-well,LSC-adjacent,4.623302358827733,-0.5194568837816358,-148.55946921500612,-149.07892609878775,3.0,-3.0
triple-well,LSC-adjacent,4.640457469621158,-0.5249465127479906,-165.93731311236917,-166.46225962511716,3.0,-3.0
triple-well,LSC-adjacent,4.657612580414579,-0.5304361420574375,-185.56696770904972,-186.09740385110715,3.0,-3.0
triple-well,LSC-adjacent,4.674767691208004,-0.5359257716884058,-207.76324521423302,-208.29917098592142,3.0,-3.0
triple-well,LSC-adjacent,4.691922802001429,-0.5414154016207544,-232.88773643762414,-233.4291518392449,3.0,-3.0
triple-well,LSC-adjacent,4.709077912794854,-0.5469050318356692,-261.35612339067154,-261.9030284225072,3.0,-3.0
triple-well,LSC-adjacent,4.726233023588275,-0.5523946623155667,-293.64668529346767,-294.19907995578325,3.0,-3.0
triple-well,LSC-adjacent,4.7433881343817,-0.5578842930440088,-330.31020008068066,-330.8680843737247,3.0,-3.0
triple-well,LSC-adjacent,4.760543245175125,-0.563373924005612,-371.9814788342259,-372.5448527582315,3.0,-3.0
triple-well,LSC-adjacent,4.777698355968546,-0.5688635551859761,-419.39281225731065,-419.96167581249665,3.0,-3.0
triple-well,LSC-adjacent,4.794853466761971,-0.5743531865716175,-473.38965751322655,-473.96401069979817,3.0,-3.0
triple-well,LSC-adjacent,4.812008577555396,-0.5798428181498956,-534.9489518735064,-535.5287946916563,3.0,-3.0
triple-well,LSC-adjacent,4.829163688348821,-0.5853324499089582,-605.2005083066011,-605.7858407565101,3.0,-3.0
triple-well,LSC-adjacent,4.846318799142242,-0.5908220818376807,-685.4520293544274,-686.0428514362651,3.0,-3.0
triple-well,LSC-adjacent,4.863473909935667,-0.596311713925624,-777.2183717296773,-777.8146834436029,3.0,-3.0
triple-well,LSC-adjacent,4.880629020729092,-0.6018013461629729,-882.255807803928,-882.857609150091,3.0,-3.0
triple-well,LSC-adjacent,4.8977841315225135,-0.6072909785404986,-1002.6021648621102,-1003.2094558406507,3.0,-3.0
triple-well,LSC-adjacent,4.914939242315938,-0.612780611049523,-1140.623882620475,-1141.2366632315245,3.0,-3.0
triple-well,LSC-adjacent,4.932094353109363,-0.6182702436818647,-1299.0712187521035,-1299.6894889957853,3.0,-3.0
triple-well,LSC-adjacent,4.949249463902788,-0.6237598764298172,-1481.1430566511144,-1481.7668165275443,3.0,-3.0
triple-well,LSC-adjacent,4.9664045746962096,-0.6292495092861088,-1690.563036089159,-1691.192285598445,3.0,-3.0
triple-well,LSC-adjacent,4.9835596854896345,-0.6347391422438736,-1931.6690437731513,-1932.3037829153952,3.0,-3.0
triple-well,LSC-adjacent,5.000714796283059,-0.6402287752966211,-2209.5184766423267,-2210.1587054176234,3.0,-3.0
triple-well,LSC-adjacent,5.017869907076481,-0.6457184084382084,-2530.0121374520036,-2530.657855860442,3.0,-3.0
triple-well,LSC-adjacent,5.035025017869906,-0.6512080416628189,-2900.040153400185,-2900.6913614418477,3.0,-3.0
triple-well,LSC-adjacent,5.0521801286633305,-0.6566976749649343,-3327.6539405530098,-3328.310638227975,3.0,-3.0
triple-well,LSC-adjacent,5.069335239456752,-0.6621873083393112,-3822.2689890973,-3822.9311764056397,3.0,-3.0
triple-well,LSC-adjacent,5.086490350250177,-0.6676769417809695,-4394.904140294232,-4395.571817236013,3.0,-3.0
triple-well,LSC-adjacent,5.103645461043602,-0.6731665752851599,-5058.464093326343,-5059.137259901628,3.0,-3.0
triple-well,LSC-adjacent,5.120800571837027,-0.6786562088473583,-5828.073152424344,-5828.751808633191,3.0,-3.0
triple-well,LSC-adjacent,5.137955682630448,-0.6841458424632368,-6721.469741727285,-6722.153887569748,3.0,-3.0
triple-well,LSC-adjacent,5.155110793423873,-0.6896354761286569,-7759.473025220486,-7760.162660696615,3.0,-3.0
triple-well,LSC-adjacent,5.172265904217298,-0.6951251098396485,-8966.535129260496,-8967.230254370335,3.0,-3.0
triple-well,LSC-adjacent,5.189421015010719,-0.700614743592397,-10371.395044556182,-10372.095659299775,3.0,-3.0
triple-well,LSC-adjacent,5.206576125804144,-0.7061043773832313,-12007.853365667848,-12008.559470045231,3.0,-3.0
triple-well,LSC-adjacent,5.223731236597569,-0.7115940112086075,-13915.690708306032,-13916.402302317241,3.0,-3.0
triple-well,LSC-adjacent,5.240886347390994,-0.7170836450650968,-16141.757047029278,-16142.474130674344,3.0,-3.0
triple-well,LSC-adjacent,5.258041458184415,-0.7225732789493767,-18741.26448129415,-18741.9870545731,3.0,-3.0
triple-well,LSC-adjacent,5.27519656897784,-0.7280629128582178,-21779.322237973636,-21780.050300886494,3.0,-3.0
triple-well,LSC-adjacent,5.292351679771265,-0.733552546788469,-25332.760259749113,-25333.493812295903,3.0,-3.0
triple-well,LSC-adjacent,5.309506790564686,-0.7390421807370523,-29492.296759294903,-29493.03580147564,3.0,-3.0
triple-well,LSC-adjacent,5.326661901358111,-0.7445318147009503,-34365.115937094946,-34365.86046890965,3.0,-3.0
triple-well,LSC-adjacent,5.343817012151536,-0.7500214486771956,-40077.935024831335,-40078.685046280014,3.0,-3.0
triple-well,LSC-adjacent,5.360972122944961,-0.7555110826628603,-46780.65535818244,-46781.410869265106,3.0,-3.0
triple-well,LSC-adjacent,5.3781272337383825,-0.7610007166550474,-54650.710821944376,-54651.471822661035,3.0,-3.0
triple-well,LSC-adjacent,5.395282344531807,-0.7664903506508857,-63898.24937212263,-63899.01586247328,3.0,-3.0
triple-well,LSC-adjacent,5.412437455325232,-0.7719799846475094,-74772.31017701361,-74773.08215699827,3.0,-3.0
triple-well,LSC-adjacent,5.429592566118654,-0.7774696186420593,-87568.1911397187,-87568.96860933735,3.0,-3.0
triple-well,LSC-adjacent,5.446747676912079,-0.7829592526316684,-102636.24026098225,-102637.02322023487,3.0,-3.0
triple-well,LSC-adjacent,5.4639027877055035,-0.7884488866134539,-120392.3507915134,-120393.1392404,3.0,-3.0
triple-well,LSC-adjacent,5.481057898498925,-0.7939385205845061,-141330.49599577102,-141331.28993429162,3.0,-3.0
triple-well,LSC-adjacent,5.49821300929235,-0.7994281545418827,-166037.7065203261,-166038.50594848063,3.0,-3.0
triple-well,LSC-adjacent,5.515368120085775,-0.8049177884825939,-195211.97414081186,-195212.77905860034,3.0,-3.0
triple-well,LSC-adjacent,5.5325232308792,-0.8104074224035966,-229683.66284137897,-229684.47324880137,3.0,-3.0
triple-well,LSC-adjacent,5.549678341672621,-0.8158970563017788,-270441.1251254057,-270441.94102246204,3.0,-3.0
triple-well,LSC-adjacent,5.566833452466046,-0.8213866901739578,-318661.36223098554,-318662.18361767574,3.0,-3.0
triple-well,LSC-adjacent,5.583988563259471,-0.8268763240168653,-375746.73643707344,-375747.56331339746,3.0,-3.0
triple-well,LSC-adjacent,5.601143674052892,-0.832365957827127,-443368.9478261676,-443369.7801921255,3.0,-3.0
triple-well,LSC-adjacent,5.618298784846317,-0.8378555916012694,-523521.73388002167,-523522.5717356133,3.0,-3.0
triple-well,LSC-adjacent,5.635453895639742,-0.8433452253356903,-618584.0467848817,-618584.8901301071,3.0,-3.0
triple-well,LSC-adjacent,5.652609006433167,-0.8488348590266556,-731395.8207796641,-731396.6696145231,3.0,-3.0
triple-well,LSC-adjacent,5.669764117226588,-0.8543244926702827,-865348.8729486564,-865349.7272731491,3.0,-3.0
triple-well,LSC-adjacent,5.686919228020013,-0.8598141262625277,-1024496.000849524,-1024496.8606636503,3.0,-3.0
triple-well,LSC-adjacent,5.704074338813438,-0.8653037597991697,-1213681.967793166,-1213682.8330969256,3.0,-3.0
triple-well,LSC-adjacent,5.721229449606859,-0.8707933932757943,-1438700.8238653108,-1438701.694658704,3.0,-3.0
triple-well,LSC-adjacent,5.738384560400284,-0.8762830266877758,-1706484.9250181636,-1706485.8013011904,3.0,-3.0
triple-well,LSC-adjacent,5.755539671193709,-0.8817726600302667,-2025332.1165981712,-2025332.9983708311,3.0,-3.0
triple-well,LSC-adjacent,5.772694781987131,-0.8872622932981687,-2405178.8812710834,-2405179.7685333765,3.0,-3.0
triple-well,LSC-adjacent,5.7898498927805555,-0.8927519264861203,-2857928.8626044923,-2857929.755356419,3.0,-3.0
triple-well,LSC-adjacent,5.80700500357398,-0.8982415595884662,-3397848.122903926,-3397849.0211454853,3.0,-3.0
triple-well,LSC-adjacent,5.824160114367405,-0.9037311925992525,-4042040.847952882,-4042041.7516840743,3.0,-3.0
triple-well,LSC-adjacent,5.841315225160827,-0.9092208255121791,-4811022.057728025,-4811022.966948851,3.0,-3.0
triple-well,LSC-adjacent,5.858470335954252,-0.9147104583205939,-5729407.324793481,-5729408.23950394,3.0,-3.0
triple-well,LSC-adjacent,5.8756254467476765,-0.9202000910174478,-6826743.666803148,-6826744.5870032385,3.0,-3.0
triple-well,LSC-adjacent,5.892780557541098,-0.9256897235952747,-8138510.819043655,-8138511.744733378,3.0,-3.0
triple-well,LSC-adjacent,5.909935668334523,-0.9311793560461676,-9707328.192396795,-9707329.123576151,3.0,-3.0
triple-well,LSC-adjacent,5.927090779127948,-0.9366689883617214,-11584410.206156971,-11584411.14282596,3.0,-3.0
triple-well,LSC-adjacent,5.944245889921373,-0.9421586205330114,-13831321.626430849,-13831322.56858947,3.0,-3.0
triple-well,LSC-adjacent,5.961401000714794,-0.9476482525505574,-16522095.370193843,-16522096.317842096,3.0,-3.0
triple-well,LSC-adjacent,5.978556111508219,-0.9531378844042656,-19745788.35415763,-19745789.307295516,3.0,-3.0
triple-well,LSC-adjacent,5.995711222301644,-0.9586275160833918,-23609566.863997646,-23609567.82262516,3.0,-3.0
